"rt","response","task","target_side","correct_response","trial_type","trial_index","time_elapsed","internal_node_id","correct","trial_number","n_dots","stimulus","slider_start","participant"
"2849","i","choice","left","e","practice","10","153870","0.0-4.0-8.0","false","1","4.25","","",""
"889.9999999999418","e","choice","right","i","practice","18","157058","0.0-4.0-8.1","false","2","4.65","","",""
"788","i","choice","right","i","practice","26","160143","0.0-4.0-8.2","true","3","5.050000000000001","","",""
"472","e","choice","left","e","practice","34","162911","0.0-4.0-8.3","true","4","5.050000000000001","","",""
"833","i","choice","right","i","practice","42","166042","0.0-4.0-8.4","true","5","4.65","","",""
"702","e","choice","left","e","practice","50","169044","0.0-4.0-8.5","true","6","4.65","","",""
"408.0000000000582","e","choice","left","e","practice","58","171752","0.0-4.0-8.6","true","7","4.45","","",""
"1355","i","choice","right","i","practice","66","175410","0.0-4.0-8.7","true","8","4.45","","",""
"765","e","choice","left","e","practice","74","178474","0.0-4.0-8.8","true","9","4.25","","",""
"421","i","choice","right","i","practice","82","181197","0.0-4.0-8.9","true","10","4.25","","",""
"674","i","choice","right","i","practice","90","184171","0.0-4.0-8.10","true","11","4.05","","",""
"333","e","choice","left","e","practice","98","186799","0.0-4.0-8.11","true","12","4.05","","",""
"506","e","choice","left","e","practice","106","189605","0.0-4.0-8.12","true","13","3.9499999999999997","","",""
"739","e","choice","right","i","practice","114","192639","0.0-4.0-8.13","false","14","3.9499999999999997","","",""
"379","i","choice","right","i","practice","122","195316","0.0-4.0-8.14","true","15","4.05","","",""
"336","e","choice","left","e","practice","130","197950","0.0-4.0-8.15","true","16","4.05","","",""
"320.0000000000582","i","choice","right","i","practice","138","200568","0.0-4.0-8.16","true","17","3.9499999999999997","","",""
"15","e","choice","left","e","practice","146","202884","0.0-4.0-8.17","true","18","3.9499999999999997","","",""
"193","i","choice","right","i","practice","154","205376","0.0-4.0-8.18","true","19","3.8499999999999996","","",""
"669.9999999999418","e","choice","left","e","practice","162","208340","0.0-4.0-8.19","true","20","3.8499999999999996","","",""
"158.0000000000582","i","choice","right","i","practice","170","210789","0.0-4.0-8.20","true","21","3.7499999999999996","","",""
"59","e","choice","left","e","practice","178","213146","0.0-4.0-8.21","true","22","3.7499999999999996","","",""
"281","e","choice","left","e","practice","186","215717","0.0-4.0-8.22","true","23","3.6499999999999995","","",""
"406","i","choice","right","i","practice","194","218414","0.0-4.0-8.23","true","24","3.6499999999999995","","",""
"557","e","choice","left","e","practice","202","221261","0.0-4.0-8.24","true","25","3.5499999999999994","","",""
"495","i","choice","right","i","practice","210","224052","0.0-4.0-8.25","true","26","3.5499999999999994","","",""
"834","e","choice","left","e","experimental","221","259836","0.0-4.0-8.26","true","27","3.4499999999999993","","",""
"5805","5","confid","","","html-slider-response","223","266146","0.0-4.0-10.26-0.26","","","","Rate your confidence","1",""
"894","i","choice","right","i","experimental","230","268818","0.0-4.0-8.27","true","28","3.4499999999999993","","",""
"3045","3","confid","","","html-slider-response","232","272370","0.0-4.0-10.27-0.27","","","","Rate your confidence","1",""
"618","i","choice","right","i","experimental","239","274782","0.0-4.0-8.28","true","29","3.349999999999999","","",""
"6996.000000000058","6","confid","","","html-slider-response","241","282284","0.0-4.0-10.28-0.28","","","","Rate your confidence","1",""
"792","e","choice","left","e","experimental","248","284872","0.0-4.0-8.29","true","30","3.349999999999999","","",""
"3165","4","confid","","","html-slider-response","250","288543","0.0-4.0-10.29-0.29","","","","Rate your confidence","1",""
"660","e","choice","left","e","experimental","257","290997","0.0-4.0-8.30","true","31","3.249999999999999","","",""
"4887","5","confid","","","html-slider-response","259","296394","0.0-4.0-10.30-0.30","","","","Rate your confidence","1",""
"450","i","choice","right","i","experimental","266","298638","0.0-4.0-8.31","true","32","3.249999999999999","","",""
"4644","6","confid","","","html-slider-response","268","303791","0.0-4.0-10.31-0.31","","","","Rate your confidence","1",""
"572","e","choice","left","e","experimental","275","306157","0.0-4.0-8.32","true","33","3.149999999999999","","",""
"3647","6","confid","","","html-slider-response","277","310313","0.0-4.0-10.32-0.32","","","","Rate your confidence","1",""
"340.0000000000582","i","choice","right","i","experimental","284","312446","0.0-4.0-8.33","true","34","3.149999999999999","","",""
"2900","6","confid","","","html-slider-response","286","315851","0.0-4.0-10.33-0.33","","","","Rate your confidence","1",""
"619","i","choice","right","i","experimental","293","318265","0.0-4.0-8.34","true","35","3.049999999999999","","",""
"2920","5","confid","","","html-slider-response","295","321694","0.0-4.0-10.34-0.34","","","","Rate your confidence","1",""
"638","e","choice","left","e","experimental","302","324126","0.0-4.0-8.35","true","36","3.049999999999999","","",""
"5515","2","confid","","","html-slider-response","304","330148","0.0-4.0-10.35-0.35","","","","Rate your confidence","1",""
"297","i","choice","right","i","experimental","311","332238","0.0-4.0-8.36","true","37","2.949999999999999","","",""
"2921","6","confid","","","html-slider-response","313","335669","0.0-4.0-10.36-0.36","","","","Rate your confidence","1",""
"440","e","choice","left","e","experimental","320","337904","0.0-4.0-8.37","true","38","2.949999999999999","","",""
"3972.000000000058","6","confid","","","html-slider-response","322","342382","0.0-4.0-10.37-0.37","","","","Rate your confidence","1",""
"724.0000000000582","i","choice","right","i","experimental","329","344907","0.0-4.0-8.38","true","39","2.8499999999999988","","",""
"2835.000000000058","4","confid","","","html-slider-response","331","348254","0.0-4.0-10.38-0.38","","","","Rate your confidence","1",""
"5672","e","choice","left","e","experimental","338","355719","0.0-4.0-8.39","true","40","2.8499999999999988","","",""
"4920","1","confid","","","html-slider-response","340","361146","0.0-4.0-10.39-0.39","","","","Rate your confidence","1",""
"879","e","choice","right","i","experimental","347","363821","0.0-4.0-8.40","false","41","2.7499999999999987","","",""
"4169","6","confid","","","html-slider-response","349","368495","0.0-4.0-10.40-0.40","","","","Rate your confidence","1",""
"2691","e","choice","left","e","experimental","356","372976","0.0-4.0-8.41","true","42","2.8499999999999988","","",""
"2552.000000000058","3","confid","","","html-slider-response","358","376037","0.0-4.0-10.41-0.41","","","","Rate your confidence","1",""
"1000","i","choice","right","i","experimental","365","378830","0.0-4.0-8.42","true","43","2.8499999999999988","","",""
"3068","5","confid","","","html-slider-response","367","382405","0.0-4.0-10.42-0.42","","","","Rate your confidence","1",""
"1169","e","choice","left","e","experimental","374","385369","0.0-4.0-8.43","true","44","2.7499999999999987","","",""
"6023","6","confid","","","html-slider-response","376","391901","0.0-4.0-10.43-0.43","","","","Rate your confidence","1",""
"1925.9999999999418","e","choice","left","e","experimental","383","395620","0.0-4.0-8.44","true","45","2.7499999999999987","","",""
"2897","1","confid","","","html-slider-response","385","399024","0.0-4.0-10.44-0.44","","","","Rate your confidence","1",""
"1619.0000000000582","i","choice","right","i","experimental","392","402435","0.0-4.0-8.45","true","46","2.6499999999999986","","",""
"2894","6","confid","","","html-slider-response","394","405835","0.0-4.0-10.45-0.45","","","","Rate your confidence","1",""
"1881","i","choice","right","i","experimental","401","409509","0.0-4.0-8.46","true","47","2.6499999999999986","","",""
"2171.9999999998836","1","confid","","","html-slider-response","403","412187","0.0-4.0-10.46-0.46","","","","Rate your confidence","1",""
"1653","e","choice","left","e","experimental","410","415638","0.0-4.0-8.47","true","48","2.5499999999999985","","",""
"2880","4","confid","","","html-slider-response","412","419026","0.0-4.0-10.47-0.47","","","","Rate your confidence","1",""
"753","e","choice","right","i","experimental","419","421574","0.0-4.0-8.48","false","49","2.5499999999999985","","",""
"2881","6","confid","","","html-slider-response","421","424962","0.0-4.0-10.48-0.48","","","","Rate your confidence","1",""
"1967.9999999998836","i","choice","left","e","experimental","428","428729","0.0-4.0-8.49","false","50","2.6499999999999986","","",""
"1625","1","confid","","","html-slider-response","430","430859","0.0-4.0-10.49-0.49","","","","Rate your confidence","1",""
"859","i","choice","right","i","experimental","437","433512","0.0-4.0-8.50","true","51","2.7499999999999987","","",""
"2343","4","confid","","","html-slider-response","439","436360","0.0-4.0-10.50-0.50","","","","Rate your confidence","1",""
"1640","e","choice","left","e","experimental","446","439795","0.0-4.0-8.51","true","52","2.7499999999999987","","",""
"3096","2","confid","","","html-slider-response","448","443398","0.0-4.0-10.51-0.51","","","","Rate your confidence","1",""
"1807","i","choice","right","i","experimental","455","447001","0.0-4.0-8.52","true","53","2.6499999999999986","","",""
"2429","4","confid","","","html-slider-response","457","449938","0.0-4.0-10.52-0.52","","","","Rate your confidence","1",""
"1450","e","choice","left","e","experimental","464","453181","0.0-4.0-8.53","true","54","2.6499999999999986","","",""
"3532.9999999998836","6","confid","","","html-slider-response","466","457223","0.0-4.0-10.53-0.53","","","","Rate your confidence","1",""
"1092","i","choice","left","e","experimental","473","460108","0.0-4.0-8.54","false","55","2.5499999999999985","","",""
"2865","5","confid","","","html-slider-response","475","463479","0.0-4.0-10.54-0.54","","","","Rate your confidence","1",""
"1363","i","choice","right","i","experimental","482","466636","0.0-4.0-8.55","true","56","2.6499999999999986","","",""
"2987","5","confid","","","html-slider-response","484","470128","0.0-4.0-10.55-0.55","","","","Rate your confidence","1",""
"924","e","choice","left","e","experimental","491","472851","0.0-4.0-8.56","true","57","2.6499999999999986","","",""
"3183","6","confid","","","html-slider-response","493","476540","0.0-4.0-10.56-0.56","","","","Rate your confidence","1",""
"823","e","choice","right","i","experimental","500","479160","0.0-4.0-8.57","false","58","2.5499999999999985","","",""
"3548","6","confid","","","html-slider-response","502","483214","0.0-4.0-10.57-0.57","","","","Rate your confidence","1",""
"1112","e","choice","left","e","experimental","509","486120","0.0-4.0-8.58","true","59","2.6499999999999986","","",""
"2967","6","confid","","","html-slider-response","511","489594","0.0-4.0-10.58-0.58","","","","Rate your confidence","1",""
"870","e","choice","right","i","experimental","518","492261","0.0-4.0-8.59","false","60","2.6499999999999986","","",""
"2368","2","confid","","","html-slider-response","520","495137","0.0-4.0-10.59-0.59","","","","Rate your confidence","1",""
"1210.0000000001164","e","choice","left","e","experimental","527","498139","0.0-4.0-8.60","true","61","2.7499999999999987","","",""
"2898","6","confid","","","html-slider-response","529","501546","0.0-4.0-10.60-0.60","","","","Rate your confidence","1",""
"1027.0000000001164","i","choice","right","i","experimental","536","504365","0.0-4.0-8.61","true","62","2.7499999999999987","","",""
"4649","6","confid","","","html-slider-response","538","509519","0.0-4.0-10.61-0.61","","","","Rate your confidence","1",""
"1207","i","choice","right","i","experimental","545","512521","0.0-4.0-8.62","true","63","2.6499999999999986","","",""
