"rt","response","task","target_side","correct_response","trial_type","trial_index","time_elapsed","internal_node_id","correct","trial_number","n_dots","stimulus","slider_start","participant"
"5758","e","choice","left","e","practice","10","24639","0.0-4.0-8.0","true","1","4.25","","",""
"1119","i","choice","right","i","practice","18","28044","0.0-4.0-8.1","true","2","4.25","","",""
"519","e","choice","right","i","practice","26","30845","0.0-4.0-8.2","false","3","3.85","","",""
"580","e","choice","left","e","practice","34","33707","0.0-4.0-8.3","true","4","4.25","","",""
"730","e","choice","right","i","practice","42","36718","0.0-4.0-8.4","false","5","4.25","","",""
"443","e","choice","left","e","practice","50","39443","0.0-4.0-8.5","true","6","4.65","","",""
"925","i","choice","left","e","practice","58","42649","0.0-4.0-8.6","false","7","4.65","","",""
"322","i","choice","right","i","practice","66","45254","0.0-4.0-8.7","true","8","4.8500000000000005","","",""
"548","e","choice","left","e","practice","74","48083","0.0-4.0-8.8","true","9","4.8500000000000005","","",""
"72","i","choice","right","i","practice","82","50438","0.0-4.0-8.9","true","10","4.65","","",""
"751","i","choice","right","i","practice","90","53473","0.0-4.0-8.10","true","11","4.65","","",""
"488","e","choice","left","e","practice","98","56240","0.0-4.0-8.11","true","12","4.550000000000001","","",""
"322","e","choice","left","e","practice","106","58847","0.0-4.0-8.12","true","13","4.550000000000001","","",""
"611","i","choice","right","i","practice","114","61741","0.0-4.0-8.13","true","14","4.450000000000001","","",""
"592.9999999999854","i","choice","right","i","practice","122","64617","0.0-4.0-8.14","true","15","4.450000000000001","","",""
"952","e","choice","left","e","practice","130","67850","0.0-4.0-8.15","true","16","4.350000000000001","","",""
"1890","i","choice","left","e","practice","138","72022","0.0-4.0-8.16","false","17","4.350000000000001","","",""
"654","i","choice","right","i","practice","146","74959","0.0-4.0-8.17","true","18","4.450000000000001","","",""
"1337","e","choice","left","e","practice","154","78582","0.0-4.0-8.18","true","19","4.450000000000001","","",""
"2063","e","choice","right","i","practice","162","82928","0.0-4.0-8.19","false","20","4.350000000000001","","",""
"541","i","choice","right","i","practice","170","85749","0.0-4.0-8.20","true","21","4.450000000000001","","",""
"56.99999999998545","i","choice","left","e","practice","178","88088","0.0-4.0-8.21","false","22","4.450000000000001","","",""
"579.0000000000291","i","choice","right","i","practice","186","90947","0.0-4.0-8.22","true","23","4.550000000000001","","",""
"684","e","choice","left","e","practice","194","93914","0.0-4.0-8.23","true","24","4.550000000000001","","",""
"426.9999999999709","i","choice","right","i","practice","202","96624","0.0-4.0-8.24","true","25","4.450000000000001","","",""
"861","e","choice","left","e","practice","210","99769","0.0-4.0-8.25","true","26","4.450000000000001","","",""
"1043","i","choice","right","i","experimental","221","124454","0.0-4.0-8.26","true","27","4.350000000000001","","",""
"3859","3","confid","","","html-slider-response","223","128819","0.0-4.0-10.26-0.26","","","","Rate your confidence","1",""
"1232","e","choice","left","e","experimental","230","131832","0.0-4.0-8.27","true","28","4.350000000000001","","",""
