"rt","response","task","target_side","correct_response","trial_type","trial_index","time_elapsed","internal_node_id","correct","trial_number","n_dots","stimulus","slider_start","participant"
"931.8000000119209","i","choice","right","i","practice","10","115125","0.0-4.0-8.0","true","1","4.25","","",""
"1038.5999999642372","e","choice","left","e","practice","18","118476","0.0-4.0-8.1","true","2","4.25","","",""
"878.6999999880791","i","choice","left","e","practice","26","121657","0.0-4.0-8.2","false","3","3.85","","",""
"555.0999999642372","i","choice","right","i","practice","34","124529","0.0-4.0-8.3","true","4","4.25","","",""
"539.8000000119209","e","choice","left","e","practice","42","127366","0.0-4.0-8.4","true","5","4.25","","",""
"458.69999998807907","i","choice","right","i","practice","50","130123","0.0-4.0-8.5","true","6","3.85","","",""
"464.5","e","choice","left","e","practice","58","132897","0.0-4.0-8.6","true","7","3.85","","",""
"446.30000001192093","i","choice","right","i","practice","66","135656","0.0-4.0-8.7","true","8","3.65","","",""
"618","e","choice","left","e","practice","74","138577","0.0-4.0-8.8","true","9","3.65","","",""
"571.7000000476837","i","choice","right","i","practice","82","141458","0.0-4.0-8.9","true","10","3.4499999999999997","","",""
"387.10000002384186","e","choice","left","e","practice","90","144148","0.0-4.0-8.10","true","11","3.4499999999999997","","",""
"468.19999998807907","i","choice","right","i","practice","98","146915","0.0-4.0-8.11","true","12","3.3499999999999996","","",""
"361.7000000476837","e","choice","right","i","practice","106","149576","0.0-4.0-8.12","false","13","3.3499999999999996","","",""
"622.2000000476837","i","choice","left","e","practice","114","152499","0.0-4.0-8.13","false","14","3.4499999999999997","","",""
"378.5999999642372","e","choice","left","e","practice","122","155163","0.0-4.0-8.14","true","15","3.55","","",""
"1232.199999988079","i","choice","right","i","practice","130","158673","0.0-4.0-8.15","true","16","3.55","","",""
"624.6000000238419","i","choice","right","i","practice","138","161570","0.0-4.0-8.16","true","17","3.4499999999999997","","",""
"463","i","choice","left","e","practice","146","164298","0.0-4.0-8.17","false","18","3.4499999999999997","","",""
"520.5999999642372","i","choice","right","i","practice","154","167097","0.0-4.0-8.18","true","19","3.55","","",""
"441.60000002384186","e","choice","left","e","practice","162","169818","0.0-4.0-8.19","true","20","3.55","","",""
"535.3000000119209","i","choice","right","i","practice","170","172634","0.0-4.0-8.20","true","21","3.4499999999999997","","",""
"453.9000000357628","i","choice","left","e","practice","178","175387","0.0-4.0-8.21","false","22","3.4499999999999997","","",""
"495.80000001192093","e","choice","left","e","practice","186","178181","0.0-4.0-8.22","true","23","3.55","","",""
"1774.6000000238419","i","choice","right","i","practice","194","182259","0.0-4.0-8.23","true","24","3.55","","",""
"604.9000000357628","e","choice","right","i","practice","202","185178","0.0-4.0-8.24","false","25","3.4499999999999997","","",""
"4302.600000023842","i","choice","left","e","practice","210","191793","0.0-4.0-8.25","false","26","3.55","","",""
"885.7000000476837","i","choice","right","i","experimental","221","259446","0.0-4.0-8.26","true","27","3.65","","",""
"4088.099999964237","3","confid","","","html-slider-response","223","264039","0.0-4.0-10.26-0.26","","","","Rate your confidence","1",""
"1303.0999999642372","e","choice","left","e","experimental","230","267133","0.0-4.0-8.27","true","28","3.65","","",""
"1768.9000000357628","3","confid","","","html-slider-response","232","269421","0.0-4.0-10.27-0.27","","","","Rate your confidence","1",""
"952.0999999642372","i","choice","right","i","experimental","239","272167","0.0-4.0-8.28","true","29","3.55","","",""
"2761.699999988079","3","confid","","","html-slider-response","241","275433","0.0-4.0-10.28-0.28","","","","Rate your confidence","1",""
"931","e","choice","left","e","experimental","248","278167","0.0-4.0-8.29","true","30","3.55","","",""
"2038.199999988079","4","confid","","","html-slider-response","250","280710","0.0-4.0-10.29-0.29","","","","Rate your confidence","1",""
