"rt","response","task","target_side","correct_response","trial_type","trial_index","time_elapsed","internal_node_id","correct","trial_number","n_dots","stimulus","slider_start","participant"
"3365.9999999999854","e","choice","right","i","practice","10","29580","0.0-4.0-8.0","false","1","4.25","","",""
"1168","i","choice","left","e","practice","18","33044","0.0-4.0-8.1","false","2","4.65","","",""
"369.99999999998545","e","choice","left","e","practice","26","35708","0.0-4.0-8.2","true","3","5.050000000000001","","",""
"92","i","choice","right","i","practice","34","38104","0.0-4.0-8.3","true","4","5.050000000000001","","",""
"167","e","choice","left","e","practice","42","40564","0.0-4.0-8.4","true","5","4.65","","",""
"56.99999999998545","i","choice","right","i","practice","50","42913","0.0-4.0-8.5","true","6","4.65","","",""
"400","i","choice","right","i","practice","58","45609","0.0-4.0-8.6","true","7","4.45","","",""
"3553","i","choice","left","e","practice","66","51455","0.0-4.0-8.7","false","8","4.45","","",""
"120.99999999998545","i","choice","right","i","practice","74","53870","0.0-4.0-8.8","true","9","4.65","","",""
"1223","e","choice","left","e","practice","82","57383","0.0-4.0-8.9","true","10","4.65","","",""
"117","i","choice","right","i","practice","90","59789","0.0-4.0-8.10","true","11","4.45","","",""
"232","e","choice","left","e","practice","98","62321","0.0-4.0-8.11","true","12","4.45","","",""
"559","e","choice","left","e","practice","106","65175","0.0-4.0-8.12","true","13","4.3500000000000005","","",""
"681.9999999999854","i","choice","right","i","practice","114","68148","0.0-4.0-8.13","true","14","4.3500000000000005","","",""
"89","e","choice","left","e","practice","122","70534","0.0-4.0-8.14","true","15","4.250000000000001","","",""
"640.0000000000146","i","choice","right","i","practice","130","73470","0.0-4.0-8.15","true","16","4.250000000000001","","",""
"196","i","choice","right","i","practice","138","75961","0.0-4.0-8.16","true","17","4.150000000000001","","",""
"476","i","choice","left","e","practice","146","78730","0.0-4.0-8.17","false","18","4.150000000000001","","",""
"509","i","choice","right","i","practice","154","81534","0.0-4.0-8.18","true","19","4.250000000000001","","",""
"115","e","choice","left","e","practice","162","83944","0.0-4.0-8.19","true","20","4.250000000000001","","",""
"586","i","choice","right","i","practice","170","86827","0.0-4.0-8.20","true","21","4.150000000000001","","",""
"920.9999999999854","i","choice","left","e","practice","178","90039","0.0-4.0-8.21","false","22","4.150000000000001","","",""
"380","e","choice","left","e","practice","186","92714","0.0-4.0-8.22","true","23","4.250000000000001","","",""
"495","i","choice","right","i","practice","194","95501","0.0-4.0-8.23","true","24","4.250000000000001","","",""
"71","e","choice","left","e","practice","202","97866","0.0-4.0-8.24","true","25","4.150000000000001","","",""
