"rt","response","task","target_side","correct_response","trial_type","trial_index","time_elapsed","internal_node_id","correct","trial_number","n_dots","stimulus","slider_start","participant"
"3688","e","choice","right","i","practice","10","137067","0.0-4.0-8.0","false","1","4.25","","",""
"805","e","choice","left","e","practice","18","140233","0.0-4.0-8.1","true","2","4.65","","",""
"531.2999997138977","i","choice","right","i","practice","26","143089","0.0-4.0-8.2","true","3","4.65","","",""
"577.7999997138977","e","choice","left","e","practice","34","145989","0.0-4.0-8.3","true","4","4.25","","",""
"75.7999997138977","i","choice","right","i","practice","42","148380","0.0-4.0-8.4","true","5","4.25","","",""
"608","e","choice","left","e","practice","50","151320","0.0-4.0-8.5","true","6","3.85","","",""
"489.40000009536743","i","choice","right","i","practice","58","154149","0.0-4.0-8.6","true","7","3.85","","",""
"334.6000003814697","e","choice","left","e","practice","66","156795","0.0-4.0-8.7","true","8","3.65","","",""
"442.40000009536743","i","choice","right","i","practice","74","159566","0.0-4.0-8.8","true","9","3.65","","",""
"466.19999980926514","e","choice","left","e","practice","82","162383","0.0-4.0-8.9","true","10","3.4499999999999997","","",""
"342.69999980926514","i","choice","left","e","practice","90","165045","0.0-4.0-8.10","false","11","3.4499999999999997","","",""
"520.5","i","choice","right","i","practice","98","167922","0.0-4.0-8.11","true","12","3.55","","",""
"504.7999997138977","i","choice","right","i","practice","106","170753","0.0-4.0-8.12","true","13","3.55","","",""
"681.3000001907349","i","choice","left","e","practice","114","173748","0.0-4.0-8.13","false","14","3.4499999999999997","","",""
"481","i","choice","left","e","practice","122","176570","0.0-4.0-8.14","false","15","3.55","","",""
"430","i","choice","right","i","practice","130","179323","0.0-4.0-8.15","true","16","3.65","","",""
"479.59999990463257","i","choice","left","e","practice","138","182110","0.0-4.0-8.16","false","17","3.65","","",""
"340.19999980926514","i","choice","right","i","practice","146","184767","0.0-4.0-8.17","true","18","3.75","","",""
"536.4000000953674","i","choice","right","i","practice","154","187650","0.0-4.0-8.18","true","19","3.75","","",""
"1326.8000001907349","e","choice","left","e","practice","162","191331","0.0-4.0-8.19","true","20","3.65","","",""
"786","e","choice","left","e","practice","170","194445","0.0-4.0-8.20","true","21","3.65","","",""
"373.90000009536743","i","choice","right","i","practice","178","197162","0.0-4.0-8.21","true","22","3.55","","",""
"612.2999997138977","e","choice","left","e","practice","186","200103","0.0-4.0-8.22","true","23","3.55","","",""
"444","i","choice","right","i","practice","194","202866","0.0-4.0-8.23","true","24","3.4499999999999997","","",""
"352.3999996185303","i","choice","left","e","practice","202","205541","0.0-4.0-8.24","false","25","3.4499999999999997","","",""
"659.9000000953674","e","choice","right","i","practice","210","208522","0.0-4.0-8.25","false","26","3.55","","",""
"568.5999999046326","i","choice","right","i","experimental","221","275386","0.0-4.0-8.26","true","27","3.65","","",""
"4361.400000095367","5","confid","","","html-slider-response","223","280255","0.0-4.0-10.26-0.26","","","","Rate your confidence","1",""
"481.2999997138977","e","choice","left","e","experimental","230","282571","0.0-4.0-8.27","true","28","3.65","","",""
"3329.2999997138977","3","confid","","","html-slider-response","232","286409","0.0-4.0-10.27-0.27","","","","Rate your confidence","1",""
"1021.6999998092651","e","choice","left","e","experimental","239","289273","0.0-4.0-8.28","true","29","3.55","","",""
"3780.4000000953674","3","confid","","","html-slider-response","241","293566","0.0-4.0-10.28-0.28","","","","Rate your confidence","1",""
"411","i","choice","right","i","experimental","248","295784","0.0-4.0-8.29","true","30","3.55","","",""
"2693.5999999046326","5","confid","","","html-slider-response","250","298994","0.0-4.0-10.29-0.29","","","","Rate your confidence","1",""
"477","e","choice","left","e","experimental","257","301294","0.0-4.0-8.30","true","31","3.4499999999999997","","",""
"4240.5","4","confid","","","html-slider-response","259","306049","0.0-4.0-10.30-0.30","","","","Rate your confidence","1",""
"318.40000009536743","i","choice","right","i","experimental","266","308199","0.0-4.0-8.31","true","32","3.4499999999999997","","",""
"2912","5","confid","","","html-slider-response","268","311632","0.0-4.0-10.31-0.31","","","","Rate your confidence","1",""
"327","e","choice","left","e","experimental","275","313798","0.0-4.0-8.32","true","33","3.3499999999999996","","",""
"2563.2999997138977","4","confid","","","html-slider-response","277","316874","0.0-4.0-10.32-0.32","","","","Rate your confidence","1",""
"591.4000000953674","i","choice","right","i","experimental","284","319292","0.0-4.0-8.33","true","34","3.3499999999999996","","",""
"2661.5999999046326","3","confid","","","html-slider-response","286","322465","0.0-4.0-10.33-0.33","","","","Rate your confidence","1",""
"408","e","choice","left","e","experimental","293","324685","0.0-4.0-8.34","true","35","3.2499999999999996","","",""
"3597.5999999046326","3","confid","","","html-slider-response","295","328796","0.0-4.0-10.34-0.34","","","","Rate your confidence","1",""
