"rt","response","task","target_side","correct_response","trial_type","trial_index","time_elapsed","internal_node_id","correct","trial_number","n_dots","stimulus","slider_start","participant"
"2049.2000000476837","e","choice","left","e","practice","10","56567","0.0-4.0-8.0","true","1","4.25","","",""
"386.60000002384186","i","choice","right","i","practice","18","59297","0.0-4.0-8.1","true","2","4.25","","",""
"247.5","i","choice","right","i","practice","26","61893","0.0-4.0-8.2","true","3","3.85","","",""
"366.5","e","choice","left","e","practice","34","64593","0.0-4.0-8.3","true","4","3.85","","",""
"369.10000002384186","i","choice","right","i","practice","42","67308","0.0-4.0-8.4","true","5","3.45","","",""
"1066.2999999523163","i","choice","left","e","practice","50","70689","0.0-4.0-8.5","false","6","3.45","","",""
"281.39999997615814","i","choice","right","i","practice","58","73308","0.0-4.0-8.6","true","7","3.6500000000000004","","",""
"433.2000000476837","e","choice","left","e","practice","66","76053","0.0-4.0-8.7","true","8","3.6500000000000004","","",""
"708.0999999046326","i","choice","left","e","practice","74","79095","0.0-4.0-8.8","false","9","3.45","","",""
"94.69999992847443","i","choice","right","i","practice","82","81538","0.0-4.0-8.9","true","10","3.6500000000000004","","",""
"295.7000000476837","e","choice","left","e","practice","90","84148","0.0-4.0-8.10","true","11","3.6500000000000004","","",""
"294.2999999523163","i","choice","right","i","practice","98","86773","0.0-4.0-8.11","true","12","3.5500000000000003","","",""
"343.5","i","choice","right","i","practice","106","89441","0.0-4.0-8.12","true","13","3.5500000000000003","","",""
"264.60000002384186","e","choice","left","e","practice","114","92017","0.0-4.0-8.13","true","14","3.45","","",""
"130.70000004768372","e","choice","left","e","practice","122","94475","0.0-4.0-8.14","true","15","3.45","","",""
"232.39999997615814","i","choice","right","i","practice","130","97036","0.0-4.0-8.15","true","16","3.35","","",""
"148.60000002384186","e","choice","left","e","practice","138","99499","0.0-4.0-8.16","true","17","3.35","","",""
"321.89999997615814","i","choice","right","i","practice","146","102159","0.0-4.0-8.17","true","18","3.25","","",""
"44.39999997615814","e","choice","left","e","practice","154","104533","0.0-4.0-8.18","true","19","3.25","","",""
"309.2999999523163","i","choice","right","i","practice","162","107166","0.0-4.0-8.19","true","20","3.15","","",""
"362.90000009536743","i","choice","right","i","practice","170","109856","0.0-4.0-8.20","true","21","3.15","","",""
"274.1999999284744","i","choice","left","e","practice","178","112469","0.0-4.0-8.21","false","22","3.05","","",""
"122.89999997615814","i","choice","right","i","practice","186","114926","0.0-4.0-8.22","true","23","3.15","","",""
"637.5","e","choice","left","e","practice","194","117894","0.0-4.0-8.23","true","24","3.15","","",""
"306.40000009536743","e","choice","left","e","practice","202","120513","0.0-4.0-8.24","true","25","3.05","","",""
"292","i","choice","right","i","practice","210","123129","0.0-4.0-8.25","true","26","3.05","","",""
"2336.5","i","choice","left","e","experimental","221","145300","0.0-4.0-8.26","false","27","2.9499999999999997","","",""
"4148.099999904633","4","confid","","","html-slider-response","223","149965","0.0-4.0-10.26-0.26","","","","Rate your confidence","1",""
"372.1999999284744","i","choice","right","i","experimental","230","152193","0.0-4.0-8.27","true","28","3.05","","",""
"3265","4","confid","","","html-slider-response","232","155964","0.0-4.0-10.27-0.27","","","","Rate your confidence","1",""
"553.9000000953674","e","choice","right","i","experimental","239","158319","0.0-4.0-8.28","false","29","3.05","","",""
"5130.200000047684","4","confid","","","html-slider-response","241","163970","0.0-4.0-10.28-0.28","","","","Rate your confidence","1",""
"315.39999997615814","e","choice","left","e","experimental","248","166104","0.0-4.0-8.29","true","30","3.15","","",""
"2853.5","4","confid","","","html-slider-response","250","169472","0.0-4.0-10.29-0.29","","","","Rate your confidence","1",""
"479","e","choice","left","e","experimental","257","171760","0.0-4.0-8.30","true","31","3.15","","",""
"2370.600000023842","3","confid","","","html-slider-response","259","174639","0.0-4.0-10.30-0.30","","","","Rate your confidence","1",""
"258","i","choice","right","i","experimental","266","176706","0.0-4.0-8.31","true","32","3.05","","",""
"2841.7000000476837","4","confid","","","html-slider-response","268","180056","0.0-4.0-10.31-0.31","","","","Rate your confidence","1",""
"426.7000000476837","e","choice","right","i","experimental","275","182289","0.0-4.0-8.32","false","33","3.05","","",""
"5279.900000095367","4","confid","","","html-slider-response","277","188087","0.0-4.0-10.32-0.32","","","","Rate your confidence","1",""
"284.09999990463257","e","choice","left","e","experimental","284","190185","0.0-4.0-8.33","true","34","3.15","","",""
"3552.399999976158","4","confid","","","html-slider-response","286","194248","0.0-4.0-10.33-0.33","","","","Rate your confidence","1",""
"226.60000002384186","i","choice","right","i","experimental","293","196293","0.0-4.0-8.34","true","35","3.15","","",""
"3152.399999976158","4","confid","","","html-slider-response","295","199956","0.0-4.0-10.34-0.34","","","","Rate your confidence","1",""
"846.1000000238419","i","choice","left","e","experimental","302","202632","0.0-4.0-8.35","false","36","3.05","","",""
"2861.2999999523163","4","confid","","","html-slider-response","304","205999","0.0-4.0-10.35-0.35","","","","Rate your confidence","1",""
"1131.0999999046326","i","choice","right","i","experimental","311","208958","0.0-4.0-8.36","true","37","3.15","","",""
"3212.6999999284744","4","confid","","","html-slider-response","313","212678","0.0-4.0-10.36-0.36","","","","Rate your confidence","1",""
"340.89999997615814","e","choice","left","e","experimental","320","214843","0.0-4.0-8.37","true","38","3.15","","",""
"2728.7999999523163","4","confid","","","html-slider-response","322","218082","0.0-4.0-10.37-0.37","","","","Rate your confidence","1",""
"351.5","i","choice","right","i","experimental","329","220238","0.0-4.0-8.38","true","39","3.05","","",""
"2360.7000000476837","4","confid","","","html-slider-response","331","223103","0.0-4.0-10.38-0.38","","","","Rate your confidence","1",""
"423.89999997615814","e","choice","left","e","experimental","338","225360","0.0-4.0-8.39","true","40","3.05","","",""
"4081.100000023842","4","confid","","","html-slider-response","340","229952","0.0-4.0-10.39-0.39","","","","Rate your confidence","1",""
"1101.7000000476837","i","choice","right","i","experimental","347","232880","0.0-4.0-8.40","true","41","2.9499999999999997","","",""
"5930.5","4","confid","","","html-slider-response","349","239322","0.0-4.0-10.40-0.40","","","","Rate your confidence","1",""
"751.3999999761581","e","choice","left","e","experimental","356","241881","0.0-4.0-8.41","true","42","2.9499999999999997","","",""
"158274.30000007153","4","confid","","","html-slider-response","358","400659","0.0-4.0-10.41-0.41","","","","Rate your confidence","1",""
"503.5","i","choice","left","e","experimental","365","403006","0.0-4.0-8.42","false","43","2.8499999999999996","","",""
"4119.199999928474","4","confid","","","html-slider-response","367","407633","0.0-4.0-10.42-0.42","","","","Rate your confidence","1",""
"377.7999999523163","i","choice","right","i","experimental","374","409826","0.0-4.0-8.43","true","44","2.9499999999999997","","",""
"2210.5","4","confid","","","html-slider-response","376","412545","0.0-4.0-10.43-0.43","","","","Rate your confidence","1",""
"810.2000000476837","e","choice","left","e","experimental","383","415168","0.0-4.0-8.44","true","45","2.9499999999999997","","",""
"5971.300000071526","4","confid","","","html-slider-response","385","421646","0.0-4.0-10.44-0.44","","","","Rate your confidence","1",""
"441.3000000715256","i","choice","right","i","experimental","392","423902","0.0-4.0-8.45","true","46","2.8499999999999996","","",""
"2536.3000000715256","6","confid","","","html-slider-response","394","426948","0.0-4.0-10.45-0.45","","","","Rate your confidence","1",""
"735.6999999284744","i","choice","right","i","experimental","401","429498","0.0-4.0-8.46","true","47","2.8499999999999996","","",""
"2875.2000000476837","5","confid","","","html-slider-response","403","432885","0.0-4.0-10.46-0.46","","","","Rate your confidence","1",""
"294.59999990463257","e","choice","left","e","experimental","410","434994","0.0-4.0-8.47","true","48","2.7499999999999996","","",""
"2734.2999999523163","3","confid","","","html-slider-response","412","438235","0.0-4.0-10.47-0.47","","","","Rate your confidence","1",""
"436.1999999284744","e","choice","right","i","experimental","419","440497","0.0-4.0-8.48","false","49","2.7499999999999996","","",""
"3968.7999999523163","3","confid","","","html-slider-response","421","444972","0.0-4.0-10.48-0.48","","","","Rate your confidence","1",""
"356.8000000715256","e","choice","left","e","experimental","428","447169","0.0-4.0-8.49","true","50","2.8499999999999996","","",""
"2148.2000000476837","3","confid","","","html-slider-response","430","449822","0.0-4.0-10.49-0.49","","","","Rate your confidence","1",""
"631.8999999761581","i","choice","left","e","experimental","437","452273","0.0-4.0-8.50","false","51","2.8499999999999996","","",""
"3007.8000000715256","4","confid","","","html-slider-response","439","455785","0.0-4.0-10.50-0.50","","","","Rate your confidence","1",""
"3722.399999976158","e","choice","right","i","experimental","446","461313","0.0-4.0-8.51","false","52","2.9499999999999997","","",""
"5473.400000095367","3","confid","","","html-slider-response","448","467297","0.0-4.0-10.51-0.51","","","","Rate your confidence","1",""
"366.7999999523163","e","choice","left","e","experimental","455","469479","0.0-4.0-8.52","true","53","3.05","","",""
"2083.4000000953674","4","confid","","","html-slider-response","457","472074","0.0-4.0-10.52-0.52","","","","Rate your confidence","1",""
"607.9000000953674","i","choice","right","i","experimental","464","474486","0.0-4.0-8.53","true","54","3.05","","",""
"2914.2999999523163","4","confid","","","html-slider-response","466","477916","0.0-4.0-10.53-0.53","","","","Rate your confidence","1",""
"333.89999997615814","e","choice","left","e","experimental","473","480077","0.0-4.0-8.54","true","55","2.9499999999999997","","",""
"2703.2999999523163","4","confid","","","html-slider-response","475","483286","0.0-4.0-10.54-0.54","","","","Rate your confidence","1",""
"697.5","i","choice","right","i","experimental","482","485798","0.0-4.0-8.55","true","56","2.9499999999999997","","",""
"2745.2999999523163","4","confid","","","html-slider-response","484","489061","0.0-4.0-10.55-0.55","","","","Rate your confidence","1",""
"661.6000000238419","i","choice","right","i","experimental","491","491562","0.0-4.0-8.56","true","57","2.8499999999999996","","",""
"2494.7999999523163","4","confid","","","html-slider-response","493","494561","0.0-4.0-10.56-0.56","","","","Rate your confidence","1",""
"724.5","i","choice","left","e","experimental","500","497115","0.0-4.0-8.57","false","58","2.8499999999999996","","",""
"2465.5","3","confid","","","html-slider-response","502","500085","0.0-4.0-10.57-0.57","","","","Rate your confidence","1",""
