"rt","response","task","target_side","correct_response","trial_type","trial_index","time_elapsed","internal_node_id","correct","trial_number","n_dots","stimulus","slider_start","participant"
"576.9000000357628","e","choice","right","i","practice","10","60832","0.0-4.0-8.0","false","1","4.25","","",""
"278.39999997615814","e","choice","left","e","practice","18","63398","0.0-4.0-8.1","true","2","4.65","","",""
"339","e","choice","left","e","practice","26","66019","0.0-4.0-8.2","true","3","4.65","","",""
"190.5","i","choice","right","i","practice","34","68493","0.0-4.0-8.3","true","4","4.25","","",""
"341.69999998807907","i","choice","left","e","practice","42","71123","0.0-4.0-8.4","false","5","4.25","","",""
"297.0999999642372","i","choice","right","i","practice","50","73700","0.0-4.0-8.5","true","6","4.65","","",""
"416.0999999642372","e","choice","left","e","practice","58","76401","0.0-4.0-8.6","true","7","4.65","","",""
"364.5","i","choice","right","i","practice","66","79054","0.0-4.0-8.7","true","8","4.45","","",""
"437.7999999523163","e","choice","left","e","practice","74","81780","0.0-4.0-8.8","true","9","4.45","","",""
"302.89999997615814","i","choice","right","i","practice","82","84367","0.0-4.0-8.9","true","10","4.25","","",""
"522.2000000476837","e","choice","left","e","practice","90","87168","0.0-4.0-8.10","true","11","4.25","","",""
"281","i","choice","right","i","practice","98","89727","0.0-4.0-8.11","true","12","4.15","","",""
"344","i","choice","right","i","practice","106","92354","0.0-4.0-8.12","true","13","4.15","","",""
"470.9000000357628","i","choice","left","e","practice","114","95112","0.0-4.0-8.13","false","14","4.050000000000001","","",""
"327.0999999642372","i","choice","right","i","practice","122","97720","0.0-4.0-8.14","true","15","4.15","","",""
"548.3999999761581","e","choice","left","e","practice","130","100548","0.0-4.0-8.15","true","16","4.15","","",""
"312.7999999523163","i","choice","right","i","practice","138","103143","0.0-4.0-8.16","true","17","4.050000000000001","","",""
"262.5","e","choice","left","e","practice","146","105685","0.0-4.0-8.17","true","18","4.050000000000001","","",""
"292.89999997615814","i","choice","right","i","practice","154","108263","0.0-4.0-8.18","true","19","3.9500000000000006","","",""
"945.5","e","choice","left","e","practice","162","111492","0.0-4.0-8.19","true","20","3.9500000000000006","","",""
"457.5999999642372","i","choice","right","i","practice","170","114228","0.0-4.0-8.20","true","21","3.8500000000000005","","",""
"373.80000001192093","i","choice","left","e","practice","178","116881","0.0-4.0-8.21","false","22","3.8500000000000005","","",""
"286.5","e","choice","left","e","practice","186","119453","0.0-4.0-8.22","true","23","3.9500000000000006","","",""
"307.5","i","choice","right","i","practice","194","122038","0.0-4.0-8.23","true","24","3.9500000000000006","","",""
"334","e","choice","left","e","practice","202","124660","0.0-4.0-8.24","true","25","3.8500000000000005","","",""
"336.5","i","choice","right","i","practice","210","127279","0.0-4.0-8.25","true","26","3.8500000000000005","","",""
"626.3999999761581","i","choice","left","e","experimental","221","151005","0.0-4.0-8.26","false","27","3.7500000000000004","","",""
"3827.7000000476837","2","confid","","","html-slider-response","223","155335","0.0-4.0-10.26-0.26","","","","Rate your confidence","1",""
"490.4000000357628","i","choice","right","i","experimental","230","157603","0.0-4.0-8.27","true","28","3.8500000000000005","","",""
"2720.600000023842","4","confid","","","html-slider-response","232","160826","0.0-4.0-10.27-0.27","","","","Rate your confidence","1",""
"416.5","i","choice","right","i","experimental","239","163026","0.0-4.0-8.28","true","29","3.8500000000000005","","",""
"1723.800000011921","4","confid","","","html-slider-response","241","165254","0.0-4.0-10.28-0.28","","","","Rate your confidence","1",""
"1420.2999999523163","i","choice","left","e","experimental","248","168458","0.0-4.0-8.29","false","30","3.7500000000000004","","",""
"2428.300000011921","2","confid","","","html-slider-response","250","171389","0.0-4.0-10.29-0.29","","","","Rate your confidence","1",""
"721.2000000476837","i","choice","left","e","experimental","257","173891","0.0-4.0-8.30","false","31","3.8500000000000005","","",""
"1943.800000011921","3","confid","","","html-slider-response","259","176338","0.0-4.0-10.30-0.30","","","","Rate your confidence","1",""
"604.8000000119209","i","choice","right","i","experimental","266","178722","0.0-4.0-8.31","true","32","3.9500000000000006","","",""
"2297.599999964237","3","confid","","","html-slider-response","268","181523","0.0-4.0-10.31-0.31","","","","Rate your confidence","1",""
"613.5","e","choice","left","e","experimental","275","183924","0.0-4.0-8.32","true","33","3.9500000000000006","","",""
"1609.699999988079","2","confid","","","html-slider-response","277","186036","0.0-4.0-10.32-0.32","","","","Rate your confidence","1",""
"534.1999999880791","i","choice","right","i","experimental","284","188355","0.0-4.0-8.33","true","34","3.8500000000000005","","",""
"1964.699999988079","3","confid","","","html-slider-response","286","190823","0.0-4.0-10.33-0.33","","","","Rate your confidence","1",""
"869.4000000357628","e","choice","left","e","experimental","293","193471","0.0-4.0-8.34","true","35","3.8500000000000005","","",""
"4177.900000035763","1","confid","","","html-slider-response","295","198157","0.0-4.0-10.34-0.34","","","","Rate your confidence","1",""
"457.19999998807907","i","choice","right","i","experimental","302","200392","0.0-4.0-8.35","true","36","3.7500000000000004","","",""
"1688.699999988079","4","confid","","","html-slider-response","304","202585","0.0-4.0-10.35-0.35","","","","Rate your confidence","1",""
"753.7000000476837","i","choice","left","e","experimental","311","205124","0.0-4.0-8.36","false","37","3.7500000000000004","","",""
"1595.199999988079","1","confid","","","html-slider-response","313","207223","0.0-4.0-10.36-0.36","","","","Rate your confidence","1",""
"450.5","i","choice","right","i","experimental","320","209448","0.0-4.0-8.37","true","38","3.8500000000000005","","",""
"1920.1000000238419","3","confid","","","html-slider-response","322","211873","0.0-4.0-10.37-0.37","","","","Rate your confidence","1",""
"350.89999997615814","i","choice","right","i","experimental","329","214008","0.0-4.0-8.38","true","39","3.8500000000000005","","",""
"1596","4","confid","","","html-slider-response","331","216108","0.0-4.0-10.38-0.38","","","","Rate your confidence","1",""
"796.1000000238419","e","choice","left","e","experimental","338","218682","0.0-4.0-8.39","true","40","3.7500000000000004","","",""
"2165.100000023842","1","confid","","","html-slider-response","340","221351","0.0-4.0-10.39-0.39","","","","Rate your confidence","1",""
"1182.4000000357628","e","choice","left","e","experimental","347","224312","0.0-4.0-8.40","true","41","3.7500000000000004","","",""
"1813.4000000357628","1","confid","","","html-slider-response","349","226630","0.0-4.0-10.40-0.40","","","","Rate your confidence","1",""
"23.80000001192093","i","choice","right","i","experimental","356","228439","0.0-4.0-8.41","true","42","3.6500000000000004","","",""
"2653.7000000476837","4","confid","","","html-slider-response","358","231597","0.0-4.0-10.41-0.41","","","","Rate your confidence","1",""
"613.6000000238419","i","choice","right","i","experimental","365","233998","0.0-4.0-8.42","true","43","3.6500000000000004","","",""
"1728.1000000238419","3","confid","","","html-slider-response","367","236229","0.0-4.0-10.42-0.42","","","","Rate your confidence","1",""
"1054.300000011921","i","choice","left","e","experimental","374","239066","0.0-4.0-8.43","false","44","3.5500000000000003","","",""
"1766.5999999642372","1","confid","","","html-slider-response","376","241351","0.0-4.0-10.43-0.43","","","","Rate your confidence","1",""
"422.30000001192093","i","choice","right","i","experimental","383","243550","0.0-4.0-8.44","true","45","3.6500000000000004","","",""
"1737.300000011921","2","confid","","","html-slider-response","385","245791","0.0-4.0-10.44-0.44","","","","Rate your confidence","1",""
"604.6000000238419","e","choice","left","e","experimental","392","248174","0.0-4.0-8.45","true","46","3.6500000000000004","","",""
"2752.300000011921","1","confid","","","html-slider-response","394","251430","0.0-4.0-10.45-0.45","","","","Rate your confidence","1",""
"1330.6000000238419","i","choice","left","e","experimental","401","254546","0.0-4.0-8.46","false","47","3.5500000000000003","","",""
"1775.7999999523163","1","confid","","","html-slider-response","403","256826","0.0-4.0-10.46-0.46","","","","Rate your confidence","1",""
"513","i","choice","right","i","experimental","410","259118","0.0-4.0-8.47","true","48","3.6500000000000004","","",""
"1686.9000000357628","2","confid","","","html-slider-response","412","261309","0.0-4.0-10.47-0.47","","","","Rate your confidence","1",""
"489.5","i","choice","right","i","experimental","419","263584","0.0-4.0-8.48","true","49","3.6500000000000004","","",""
"1685.699999988079","1","confid","","","html-slider-response","421","265774","0.0-4.0-10.48-0.48","","","","Rate your confidence","1",""
"836.3000000119209","e","choice","left","e","experimental","428","268389","0.0-4.0-8.49","true","50","3.5500000000000003","","",""
"1967.2000000476837","1","confid","","","html-slider-response","430","270859","0.0-4.0-10.49-0.49","","","","Rate your confidence","1",""
"573.8000000119209","i","choice","right","i","experimental","437","273208","0.0-4.0-8.50","true","51","3.5500000000000003","","",""
"1626.8999999761581","2","confid","","","html-slider-response","439","275346","0.0-4.0-10.50-0.50","","","","Rate your confidence","1",""
"1058.699999988079","i","choice","left","e","experimental","446","278182","0.0-4.0-8.51","false","52","3.45","","",""
"2781.699999988079","1","confid","","","html-slider-response","448","281467","0.0-4.0-10.51-0.51","","","","Rate your confidence","1",""
"537.5","i","choice","left","e","experimental","455","283788","0.0-4.0-8.52","false","53","3.5500000000000003","","",""
"3549.599999964237","2","confid","","","html-slider-response","457","287841","0.0-4.0-10.52-0.52","","","","Rate your confidence","1",""
"306","i","choice","right","i","experimental","464","289926","0.0-4.0-8.53","true","54","3.6500000000000004","","",""
"2294.399999976158","1","confid","","","html-slider-response","466","292738","0.0-4.0-10.53-0.53","","","","Rate your confidence","1",""
"328.9000000357628","i","choice","right","i","experimental","473","294847","0.0-4.0-8.54","true","55","3.6500000000000004","","",""
"1564.4000000357628","2","confid","","","html-slider-response","475","296916","0.0-4.0-10.54-0.54","","","","Rate your confidence","1",""
"514","e","choice","left","e","experimental","482","299209","0.0-4.0-8.55","true","56","3.5500000000000003","","",""
"1608.3999999761581","1","confid","","","html-slider-response","484","301322","0.0-4.0-10.55-0.55","","","","Rate your confidence","1",""
"800.6999999880791","e","choice","left","e","experimental","491","303909","0.0-4.0-8.56","true","57","3.5500000000000003","","",""
"3576.399999976158","1","confid","","","html-slider-response","493","307990","0.0-4.0-10.56-0.56","","","","Rate your confidence","1",""
"388.89999997615814","i","choice","right","i","experimental","500","310159","0.0-4.0-8.57","true","58","3.45","","",""
"2055.100000023842","3","confid","","","html-slider-response","502","312718","0.0-4.0-10.57-0.57","","","","Rate your confidence","1",""
"630.6999999880791","i","choice","left","e","experimental","509","315128","0.0-4.0-8.58","false","59","3.45","","",""
"1720.5","2","confid","","","html-slider-response","511","317352","0.0-4.0-10.58-0.58","","","","Rate your confidence","1",""
"399.89999997615814","i","choice","right","i","experimental","518","319530","0.0-4.0-8.59","true","60","3.5500000000000003","","",""
"2818.899999976158","2","confid","","","html-slider-response","520","322853","0.0-4.0-10.59-0.59","","","","Rate your confidence","1",""
"482.5","i","choice","right","i","experimental","527","325113","0.0-4.0-8.60","true","61","3.5500000000000003","","",""
"2245.400000035763","3","confid","","","html-slider-response","529","327862","0.0-4.0-10.60-0.60","","","","Rate your confidence","1",""
"351.39999997615814","i","choice","left","e","experimental","536","329993","0.0-4.0-8.61","false","62","3.45","","",""
"2366.100000023842","2","confid","","","html-slider-response","538","332863","0.0-4.0-10.61-0.61","","","","Rate your confidence","1",""
"440.80000001192093","e","choice","left","e","experimental","545","335086","0.0-4.0-8.62","true","63","3.5500000000000003","","",""
