"","ID","time","resp","rt","conf","conf_rt","count","sequence","stim","correct"
"1","10306","post","up",4571.89999999106,NA,NA,1,1,"up",TRUE
"2","10306","post","up",4146.40000000596,NA,NA,2,1,"up",TRUE
"3","10306","post","up",3544.59999999404,NA,NA,3,1,"up",TRUE
"4","10306","post","up",4075.29999999702,NA,NA,4,1,"up",TRUE
"5","10306","post","up",3244,NA,NA,5,1,"up",TRUE
"6","10306","post","up",3402.30000001192,NA,NA,6,1,"up",TRUE
"7","10306","post","up",2404.79999999702,NA,NA,7,1,"up",TRUE
"8","10306","post","up",4304.79999999702,2,4793.79999999702,8,1,"up",TRUE
"10","10306","post","down",2468.5,NA,NA,9,1,"down",TRUE
"11","10306","post","up",2698.90000000596,NA,NA,1,2,"up",TRUE
"12","10306","post","up",1803,NA,NA,2,2,"up",TRUE
"13","10306","post","up",4249.5,NA,NA,3,2,"up",TRUE
"14","10306","post","up",4811.5,NA,NA,4,2,"up",TRUE
"15","10306","post","up",4272.89999999106,NA,NA,5,2,"up",TRUE
"16","10306","post","up",4803.30000001192,NA,NA,6,2,"up",TRUE
"17","10306","post","up",4312.39999999106,NA,NA,7,2,"up",TRUE
"18","10306","post","up",4573.40000000596,NA,NA,8,2,"up",TRUE
"19","10306","post","up",3996.29999999702,NA,NA,9,2,"down",FALSE
"20","10306","post","up",3576.29999999702,NA,NA,10,2,"up",TRUE
"21","10306","post","down",4810,2,733.79999999702,11,2,"up",FALSE
"23","10306","post","up",8739.30000001192,NA,NA,1,3,"up",TRUE
"24","10306","post","up",3536.5,NA,NA,2,3,"up",TRUE
"25","10306","post","up",10996.1999999881,NA,NA,3,3,"up",TRUE
"26","10306","post","up",3172.20000000298,NA,NA,4,3,"up",TRUE
"27","10306","post","up",4130.60000000894,NA,NA,5,3,"up",TRUE
"28","10306","post","up",3758.69999998808,NA,NA,6,3,"up",TRUE
"29","10306","post","up",4938.30000001192,NA,NA,7,3,"up",TRUE
"30","10306","post","up",8160.29999999702,NA,NA,8,3,"up",TRUE
"31","10306","post","down",5989.79999999702,2,757.5,9,3,"down",TRUE
"33","10306","post","up",1377,NA,NA,1,4,"up",TRUE
"34","10306","post","up",20667.5,NA,NA,2,4,"up",TRUE
"35","10306","post","up",2365.59999999404,NA,NA,3,4,"up",TRUE
"36","10306","post","down",4232.80000001192,NA,NA,4,4,"up",FALSE
"37","10306","post","up",4875.39999999106,NA,NA,1,5,"up",TRUE
"38","10306","post","up",9364,NA,NA,2,5,"up",TRUE
"39","10306","post","up",24139.1000000089,NA,NA,3,5,"up",TRUE
"40","10306","post","up",7495.89999999106,NA,NA,4,5,"up",TRUE
"41","10306","post","up",4138.90000000596,NA,NA,5,5,"up",TRUE
"42","10306","post","up",4700.89999999106,NA,NA,6,5,"up",TRUE
"43","10306","post","up",30417.700000003,NA,NA,7,5,"up",TRUE
"44","10306","post","up",3560.90000000596,NA,NA,8,5,"up",TRUE
"45","10306","post","up",4337.20000000298,NA,NA,9,5,"down",FALSE
"46","10306","post","up",3149.29999999702,NA,NA,10,5,"up",TRUE
"47","10306","post","up",20401.299999997,NA,NA,11,5,"up",TRUE
"48","10306","post","up",23693.5,NA,NA,12,5,"up",TRUE
"49","10306","post","down",3148.20000000298,2,543.79999999702,13,5,"up",FALSE
"51","10306","post","up",5082.5,NA,NA,1,6,"up",TRUE
"52","10306","post","up",19878.400000006,NA,NA,2,6,"up",TRUE
"53","10306","post","up",19885.1999999881,NA,NA,3,6,"up",TRUE
"54","10306","post","up",6457.90000000596,NA,NA,4,6,"up",TRUE
"55","10306","post","up",12671.599999994,NA,NA,5,6,"up",TRUE
"56","10306","post","up",8864.70000000298,NA,NA,6,6,"up",TRUE
"57","10306","post","up",8492.10000000894,NA,NA,7,6,"up",TRUE
"58","10306","post","up",3623.89999999106,NA,NA,8,6,"up",TRUE
"59","10306","post","up",3568.5,NA,NA,9,6,"down",FALSE
"60","10306","post","down",3757.90000000596,NA,NA,10,6,"up",FALSE
"61","10306","post","reset",1564.59999999404,NA,NA,NA,7,NA,NA
"62","10306","post","up",6942.90000000596,NA,NA,1,7,"up",TRUE
"63","10306","post","up",8546.5,NA,NA,2,7,"up",TRUE
"64","10306","post","up",8389.5,NA,NA,3,7,"up",TRUE
"65","10306","post","up",8207.39999999106,NA,NA,4,7,"up",TRUE
"66","10306","post","up",3901,NA,NA,5,7,"up",TRUE
"67","10306","post","up",6933.60000000894,NA,NA,6,7,"up",TRUE
"68","10306","post","down",5142.79999999702,NA,NA,7,7,"up",FALSE
"69","10306","post","reset",788.59999999404,NA,NA,NA,8,NA,NA
"70","10306","post","up",1583.60000000894,NA,NA,1,8,"up",TRUE
"71","10306","post","up",4668.70000000298,NA,NA,2,8,"up",TRUE
"72","10306","post","up",6662.79999999702,NA,NA,3,8,"up",TRUE
"73","10306","post","up",13036.8999999911,NA,NA,4,8,"up",TRUE
"74","10306","post","up",3560.70000000298,NA,NA,5,8,"up",TRUE
"75","10306","post","up",3766.20000000298,NA,NA,6,8,"up",TRUE
"76","10306","post","down",0.200000002980232,NA,NA,7,8,"up",FALSE
"77","10306","post","reset",540.70000000298,NA,NA,NA,9,NA,NA
"78","10306","post","up",4029.89999999106,NA,NA,1,9,"up",TRUE
"79","10306","post","up",5500.29999999702,NA,NA,2,9,"up",TRUE
"80","10306","post","up",3172.40000000596,NA,NA,3,9,"up",TRUE
"81","10306","post","up",5540,NA,NA,4,9,"up",TRUE
"82","10306","post","up",5025.09999999404,NA,NA,5,9,"up",TRUE
"83","10306","post","up",1050.90000000596,NA,NA,6,9,"up",TRUE
"84","10306","post","up",4368.29999999702,NA,NA,7,9,"up",TRUE
"85","10306","post","down",3123.70000000298,NA,NA,8,9,"up",FALSE
"86","10306","post","reset",1722.5,NA,NA,NA,10,NA,NA
"87","10306","post","up",2960.5,NA,NA,1,10,"up",TRUE
"88","10306","post","up",2799.90000000596,NA,NA,2,10,"up",TRUE
"89","10306","post","up",2895.29999999702,NA,NA,3,10,"up",TRUE
"90","10306","post","up",4518.20000000298,NA,NA,4,10,"up",TRUE
"91","10306","post","up",2807.79999999702,NA,NA,5,10,"up",TRUE
"92","10306","post","up",1747.39999999106,NA,NA,6,10,"up",TRUE
"93","10306","post","up",2681.30000001192,NA,NA,7,10,"up",TRUE
"94","10306","post","up",2229.89999999106,NA,NA,8,10,"up",TRUE
"95","10306","post","down",3194.90000000596,2,3124.29999999702,9,10,"down",TRUE
"97","10306","post","up",2176.20000000298,NA,NA,1,11,"up",TRUE
"98","10306","post","up",4351.39999999106,NA,NA,2,11,"up",TRUE
"99","10306","post","up",4367.5,NA,NA,3,11,"up",TRUE
"100","10306","post","up",1660.5,NA,NA,4,11,"up",TRUE
"101","10306","post","up",2942.70000000298,NA,NA,5,11,"up",TRUE
"102","10306","post","up",3101.10000000894,NA,NA,6,11,"up",TRUE
"103","10306","post","up",3607.69999998808,NA,NA,7,11,"up",TRUE
"104","10306","post","down",3804.80000001192,2,2522.39999999106,8,11,"up",FALSE
"106","10306","post","up",3023.90000000596,NA,NA,1,12,"up",TRUE
"107","10306","post","up",2175.09999999404,NA,NA,2,12,"up",TRUE
"108","10306","post","up",2657.79999999702,NA,NA,3,12,"up",TRUE
"109","10306","post","up",5436.70000000298,NA,NA,4,12,"up",TRUE
"110","10306","post","up",2484,NA,NA,5,12,"up",TRUE
"111","10306","post","up",2420.10000000894,NA,NA,6,12,"up",TRUE
"112","10306","post","up",2348.89999999106,NA,NA,7,12,"up",TRUE
"113","10306","post","down",1984,2,1224.79999999702,8,12,"up",FALSE
"115","10343","pre","up",1967.89999985695,NA,NA,1,1,"up",TRUE
"116","10343","pre","up",5137.10000014305,NA,NA,2,1,"up",TRUE
"117","10343","pre","up",4235.89999985695,NA,NA,3,1,"up",TRUE
"118","10343","pre","up",4584.40000009537,NA,NA,4,1,"up",TRUE
"119","10343","pre","up",4464,NA,NA,5,1,"up",TRUE
"120","10343","pre","up",4042.5,NA,NA,6,1,"up",TRUE
"121","10343","pre","up",4912.09999990463,NA,NA,7,1,"up",TRUE
"122","10343","pre","up",4574.79999995232,NA,NA,8,1,"up",TRUE
"123","10343","pre","down",4439.10000014305,2,2485.89999985695,9,1,"down",TRUE
"125","10343","pre","up",2771.70000004768,NA,NA,1,2,"up",TRUE
"126","10343","pre","up",4722.10000014305,NA,NA,2,2,"up",TRUE
"127","10343","pre","up",4350.5,NA,NA,3,2,"up",TRUE
"128","10343","pre","up",5266.09999990463,NA,NA,4,2,"up",TRUE
"129","10343","pre","up",4808.20000004768,NA,NA,5,2,"up",TRUE
"130","10343","pre","up",4842.79999995232,NA,NA,6,2,"up",TRUE
"131","10343","pre","up",3956.29999995232,NA,NA,7,2,"up",TRUE
"132","10343","pre","up",4674.29999995232,NA,NA,8,2,"up",TRUE
"133","10343","pre","down",4534.30000019073,1,2374.19999980927,9,2,"down",TRUE
"135","10343","pre","up",2960.60000014305,NA,NA,1,3,"up",TRUE
"136","10343","pre","up",4333.59999990463,NA,NA,2,3,"up",TRUE
"137","10343","pre","up",5044.29999995232,NA,NA,3,3,"up",TRUE
"138","10343","pre","up",4653.70000004768,NA,NA,4,3,"up",TRUE
"139","10343","pre","up",4559,NA,NA,5,3,"up",TRUE
"140","10343","pre","up",4374.70000004768,NA,NA,6,3,"up",TRUE
"141","10343","pre","up",4693.70000004768,NA,NA,7,3,"up",TRUE
"142","10343","pre","up",4225.70000004768,NA,NA,8,3,"up",TRUE
"143","10343","pre","down",4529.19999980927,2,3051,9,3,"down",TRUE
"145","10343","pre","up",2742.30000019073,NA,NA,1,4,"up",TRUE
"146","10343","pre","up",5275.79999995232,NA,NA,2,4,"up",TRUE
"147","10343","pre","up",4604.79999995232,NA,NA,3,4,"up",TRUE
"148","10343","pre","up",4737.09999990463,NA,NA,4,4,"up",TRUE
"149","10343","pre","up",4897.80000019073,NA,NA,5,4,"up",TRUE
"150","10343","pre","up",4817.79999995232,NA,NA,6,4,"up",TRUE
"151","10343","pre","up",4827.29999995232,NA,NA,7,4,"up",TRUE
"152","10343","pre","up",5147,NA,NA,8,4,"up",TRUE
"153","10343","pre","down",3937,1,2883.40000009537,9,4,"down",TRUE
"155","10343","pre","up",1939.29999995232,NA,NA,1,5,"up",TRUE
"156","10343","pre","up",5116,NA,NA,2,5,"up",TRUE
"157","10343","pre","up",5515.89999985695,NA,NA,3,5,"up",TRUE
"158","10343","pre","up",5166.20000004768,NA,NA,4,5,"up",TRUE
"159","10343","pre","up",5261.10000014305,NA,NA,5,5,"up",TRUE
"160","10343","pre","up",4623.89999985695,NA,NA,6,5,"up",TRUE
"161","10343","pre","up",4230.70000004768,NA,NA,7,5,"up",TRUE
"162","10343","pre","up",4713.70000004768,NA,NA,8,5,"up",TRUE
"163","10343","pre","down",3339.09999990463,2,1501.20000004768,9,5,"down",TRUE
"165","10343","pre","up",3262.29999995232,NA,NA,1,6,"up",TRUE
"166","10343","pre","up",4350,NA,NA,2,6,"up",TRUE
"167","10343","pre","up",5036.70000004768,NA,NA,3,6,"up",TRUE
"168","10343","pre","up",4633.59999990463,NA,NA,4,6,"up",TRUE
"169","10343","pre","up",4767.90000009537,NA,NA,5,6,"up",TRUE
"170","10343","pre","up",5211.09999990463,NA,NA,6,6,"up",TRUE
"171","10343","pre","up",4728.20000004768,NA,NA,7,6,"up",TRUE
"172","10343","pre","up",4564.20000004768,NA,NA,8,6,"up",TRUE
"173","10343","pre","down",4529.09999990463,2,3329,9,6,"down",TRUE
"175","10343","pre","up",1841.5,NA,NA,1,7,"up",TRUE
"176","10343","pre","up",4360.40000009537,NA,NA,2,7,"up",TRUE
"177","10343","pre","up",4972,NA,NA,3,7,"up",TRUE
"178","10343","pre","up",5006.90000009537,NA,NA,4,7,"up",TRUE
"179","10343","pre","up",4359.89999985695,NA,NA,5,7,"up",TRUE
"180","10343","pre","up",4498.90000009537,NA,NA,6,7,"up",TRUE
"181","10343","pre","up",4673.70000004768,NA,NA,7,7,"up",TRUE
"182","10343","pre","up",4777.79999995232,NA,NA,8,7,"up",TRUE
"183","10343","pre","down",4778.20000004768,2,2403.69999980927,9,7,"down",TRUE
"185","10343","pre","up",2529.5,NA,NA,1,8,"up",TRUE
"186","10343","pre","up",5418.90000009537,NA,NA,2,8,"up",TRUE
"187","10343","pre","up",5046.70000004768,NA,NA,3,8,"up",TRUE
"188","10343","pre","up",4991.70000004768,NA,NA,4,8,"up",TRUE
"189","10343","pre","up",5051.59999990463,NA,NA,5,8,"up",TRUE
"190","10343","pre","up",4792.90000009537,NA,NA,6,8,"up",TRUE
"191","10343","pre","up",4628.69999980927,NA,NA,7,8,"up",TRUE
"192","10343","pre","up",4105.90000009537,NA,NA,8,8,"up",TRUE
"193","10343","pre","down",3956.59999990463,2,3424.30000019073,9,8,"down",TRUE
"195","10343","pre","up",2513.29999995232,NA,NA,1,9,"up",TRUE
"196","10343","pre","up",4843.39999985695,NA,NA,2,9,"up",TRUE
"197","10343","pre","up",4931.80000019073,NA,NA,3,9,"up",TRUE
"198","10343","pre","up",4334.09999990463,NA,NA,4,9,"up",TRUE
"199","10343","pre","up",3690.29999995232,NA,NA,5,9,"up",TRUE
"200","10343","pre","up",3247,NA,NA,6,9,"up",TRUE
"201","10343","pre","up",3694.10000014305,NA,NA,7,9,"up",TRUE
"202","10343","pre","up",4069.79999995232,NA,NA,8,9,"up",TRUE
"203","10343","pre","down",3773.29999995232,2,1747,9,9,"down",TRUE
"205","10343","pre","up",2438.79999995232,NA,NA,1,10,"up",TRUE
"206","10343","pre","up",4170.79999995232,NA,NA,2,10,"up",TRUE
"207","10343","pre","up",4956.80000019073,NA,NA,3,10,"up",TRUE
"208","10343","pre","up",4345.59999990463,NA,NA,4,10,"up",TRUE
"209","10343","pre","up",4992.40000009537,NA,NA,5,10,"up",TRUE
"210","10343","pre","up",4100.59999990463,NA,NA,6,10,"up",TRUE
"211","10343","pre","up",3991.90000009537,NA,NA,7,10,"up",TRUE
"212","10343","pre","up",3628.59999990463,NA,NA,8,10,"up",TRUE
"213","10343","pre","down",2787.20000004768,2,1264.09999990463,9,10,"down",TRUE
"215","10343","pre","up",1632.40000009537,NA,NA,1,11,"up",TRUE
"216","10343","pre","up",2698,NA,NA,2,11,"up",TRUE
"217","10343","pre","up",2637.89999985695,NA,NA,3,11,"up",TRUE
"218","10343","pre","up",3001.30000019073,NA,NA,4,11,"up",TRUE
"219","10343","pre","up",2632.79999995232,NA,NA,5,11,"up",TRUE
"220","10343","pre","up",3120.29999995232,NA,NA,6,11,"up",TRUE
"221","10343","pre","up",3738.5,NA,NA,7,11,"up",TRUE
"222","10343","pre","up",3414.5,NA,NA,8,11,"up",TRUE
"223","10343","pre","down",2339.20000004768,1,1880.5,9,11,"down",TRUE
"225","10343","pre","up",7834.79999995232,NA,NA,1,12,"up",TRUE
"226","10343","pre","up",2772.5,NA,NA,2,12,"up",TRUE
"227","10343","pre","up",2294.70000004768,NA,NA,3,12,"up",TRUE
"228","10343","pre","up",3095.79999995232,NA,NA,4,12,"up",TRUE
"229","10343","pre","up",2598,NA,NA,5,12,"up",TRUE
"230","10343","pre","up",3294.79999995232,NA,NA,6,12,"up",TRUE
"231","10343","pre","down",4364.70000004768,1,1114.79999995232,7,12,"up",FALSE
"233","10343","pre","up",2070.40000009537,NA,NA,1,13,"up",TRUE
"234","10343","pre","up",5007,NA,NA,2,13,"up",TRUE
"235","10343","pre","up",5723.79999995232,NA,NA,3,13,"up",TRUE
"236","10343","pre","up",4135.79999995232,NA,NA,4,13,"up",TRUE
"237","10343","pre","up",174.299999952316,NA,NA,5,13,"up",TRUE
"238","10343","pre","up",5106.10000014305,NA,NA,6,13,"up",TRUE
"239","10343","pre","up",3409.70000004768,NA,NA,7,13,"up",TRUE
"240","10343","pre","up",4617.59999990463,NA,NA,8,13,"up",TRUE
"241","10343","pre","up",4614.20000004768,NA,NA,9,13,"down",FALSE
"242","10343","pre","down",3090,1,648.200000047684,10,13,"up",FALSE
"244","10343","pre","up",1502.59999990463,NA,NA,1,14,"up",TRUE
"245","10343","pre","up",3531.40000009537,NA,NA,2,14,"up",TRUE
"246","10343","pre","up",4317.29999995232,NA,NA,3,14,"up",TRUE
"247","10343","pre","up",3822.29999995232,NA,NA,4,14,"up",TRUE
"248","10343","pre","up",3822.40000009537,NA,NA,5,14,"up",TRUE
"249","10343","pre","up",4130.89999985695,NA,NA,6,14,"up",TRUE
"250","10343","pre","up",4025.79999995232,NA,NA,7,14,"up",TRUE
"251","10343","pre","up",4320.80000019073,NA,NA,8,14,"up",TRUE
"252","10343","pre","down",2264.5,2,2110.69999980927,9,14,"down",TRUE
"254","10343","pre","up",1942.20000004768,NA,NA,1,15,"up",TRUE
"255","10343","pre","up",4607.20000004768,NA,NA,2,15,"up",TRUE
"256","10343","pre","up",4887.40000009537,NA,NA,3,15,"up",TRUE
"257","10343","pre","up",4807.79999995232,NA,NA,4,15,"up",TRUE
"258","10343","pre","up",4026.29999995232,NA,NA,5,15,"up",TRUE
"259","10343","pre","up",5654.20000004768,NA,NA,6,15,"up",TRUE
"260","10343","pre","up",4080.70000004768,NA,NA,7,15,"up",TRUE
"261","10343","pre","up",5051,NA,NA,8,15,"up",TRUE
"262","10343","pre","down",2822.79999995232,1,1652.29999995232,9,15,"down",TRUE
"264","10343","pre","up",2174.59999990463,NA,NA,1,16,"up",TRUE
"265","10343","pre","up",3449,NA,NA,2,16,"up",TRUE
"266","10343","pre","up",2454.10000014305,NA,NA,3,16,"up",TRUE
"267","10343","pre","up",4702.59999990463,NA,NA,4,16,"up",TRUE
"268","10343","pre","up",4256.29999995232,NA,NA,5,16,"up",TRUE
"269","10464","pre","up",4735.30000001192,NA,NA,1,1,"up",TRUE
"270","10464","pre","up",4576.59999996424,NA,NA,2,1,"up",TRUE
"271","10464","pre","up",4984.30000001192,NA,NA,3,1,"up",TRUE
"272","10464","pre","up",5071.80000001192,NA,NA,4,1,"up",TRUE
"273","10464","pre","up",4629.89999997616,NA,NA,5,1,"up",TRUE
"274","10464","pre","up",4723.5,NA,NA,6,1,"up",TRUE
"275","10464","pre","up",4968.20000004768,NA,NA,7,1,"up",TRUE
"276","10464","pre","up",5176,NA,NA,8,1,"up",TRUE
"277","10464","pre","down",4932.5,2,2635.79999995232,9,1,"down",TRUE
"279","10464","pre","up",2069.90000003576,NA,NA,1,2,"up",TRUE
"280","10464","pre","up",5026.69999998808,NA,NA,2,2,"up",TRUE
"281","10464","pre","up",5211.5,NA,NA,3,2,"up",TRUE
"282","10464","pre","up",4917.5,NA,NA,4,2,"up",TRUE
"283","10464","pre","up",4990.89999997616,NA,NA,5,2,"up",TRUE
"284","10464","pre","up",4838.80000001192,NA,NA,6,2,"up",TRUE
"285","10464","pre","up",5149.60000002384,NA,NA,7,2,"up",TRUE
"286","10464","pre","up",5159.89999997616,NA,NA,8,2,"up",TRUE
"287","10464","pre","down",4420.5,1,1046.80000001192,9,2,"down",TRUE
"289","10464","pre","up",4703.30000001192,NA,NA,1,3,"up",TRUE
"290","10464","pre","up",4437.19999998808,NA,NA,2,3,"up",TRUE
"291","10464","pre","up",5014.39999997616,NA,NA,3,3,"up",TRUE
"292","10464","pre","up",4847.60000002384,NA,NA,4,3,"up",TRUE
"293","10464","pre","up",4708,NA,NA,5,3,"up",TRUE
"294","10464","pre","up",4975.39999997616,NA,NA,6,3,"up",TRUE
"295","10464","pre","up",4653.60000002384,NA,NA,7,3,"up",TRUE
"296","10464","pre","up",4263.19999998808,NA,NA,8,3,"up",TRUE
"297","10464","pre","down",4712.30000001192,1,782.600000023842,9,3,"down",TRUE
"299","10464","pre","up",4048.89999997616,NA,NA,1,4,"up",TRUE
"300","10464","pre","up",5842.89999997616,NA,NA,2,4,"up",TRUE
"301","10464","pre","up",4749.10000002384,NA,NA,3,4,"up",TRUE
"302","10464","pre","up",5046.69999998808,NA,NA,4,4,"up",TRUE
"303","10464","pre","up",4678,NA,NA,5,4,"up",TRUE
"304","10464","pre","up",4497.60000002384,NA,NA,6,4,"up",TRUE
"305","10464","pre","up",4469,NA,NA,7,4,"up",TRUE
"306","10464","pre","up",4765.19999998808,NA,NA,8,4,"up",TRUE
"307","10464","pre","down",4778,2,933.399999976158,9,4,"down",TRUE
"309","10464","pre","up",4670.30000001192,NA,NA,1,5,"up",TRUE
"310","10464","pre","up",4479.69999998808,NA,NA,2,5,"up",TRUE
"311","10464","pre","up",4604.40000003576,NA,NA,3,5,"up",TRUE
"312","10464","pre","up",4754.89999997616,NA,NA,4,5,"up",TRUE
"313","10464","pre","up",5157.60000002384,NA,NA,5,5,"up",TRUE
"314","10464","pre","up",4365.09999996424,NA,NA,6,5,"up",TRUE
"315","10464","pre","up",5302.20000004768,NA,NA,7,5,"up",TRUE
"316","10464","pre","up",4642,NA,NA,8,5,"up",TRUE
"317","10464","pre","down",4716.69999998808,2,774.699999988079,9,5,"down",TRUE
"319","10464","pre","up",3636.89999997616,NA,NA,1,6,"up",TRUE
"320","10464","pre","up",5268.70000004768,NA,NA,2,6,"up",TRUE
"321","10464","pre","up",5276.89999997616,NA,NA,3,6,"up",TRUE
"322","10464","pre","up",4604.89999997616,NA,NA,4,6,"up",TRUE
"323","10464","pre","up",4458.70000004768,NA,NA,5,6,"up",TRUE
"324","10464","pre","up",4758,NA,NA,6,6,"up",TRUE
"325","10464","pre","up",4250.89999997616,NA,NA,7,6,"up",TRUE
"326","10464","pre","up",5018.80000001192,NA,NA,8,6,"up",TRUE
"327","10464","pre","down",5060.59999996424,2,1359.90000003576,9,6,"down",TRUE
"329","10464","pre","up",4112.5,NA,NA,1,7,"up",TRUE
"330","10464","pre","up",4771.59999996424,NA,NA,2,7,"up",TRUE
"331","10464","pre","up",4481.60000002384,NA,NA,3,7,"up",TRUE
"332","10464","pre","up",4710,NA,NA,4,7,"up",TRUE
"333","10464","pre","up",5308.80000001192,NA,NA,5,7,"up",TRUE
"334","10464","pre","up",4561.09999996424,NA,NA,6,7,"up",TRUE
"335","10464","pre","up",4724.70000004768,NA,NA,7,7,"up",TRUE
"336","10464","pre","up",4428.89999997616,NA,NA,8,7,"up",TRUE
"337","10464","pre","down",3948.60000002384,1,804.899999976158,9,7,"down",TRUE
"339","10464","pre","up",3494,NA,NA,1,8,"up",TRUE
"340","10464","pre","up",3870.69999998808,NA,NA,2,8,"up",TRUE
"341","10464","pre","up",3580,NA,NA,3,8,"up",TRUE
"342","10464","pre","up",3750.90000003576,NA,NA,4,8,"up",TRUE
"343","10464","pre","up",3747.89999997616,NA,NA,5,8,"up",TRUE
"344","10464","pre","up",3158,NA,NA,6,8,"up",TRUE
"345","10464","pre","up",3019.80000001192,NA,NA,7,8,"up",TRUE
"346","10464","pre","up",4373.59999996424,NA,NA,8,8,"up",TRUE
"347","10464","pre","down",4302,1,1515.90000003576,9,8,"down",TRUE
"349","10464","pre","up",3681.69999998808,NA,NA,1,9,"up",TRUE
"350","10464","pre","up",4531.80000001192,NA,NA,2,9,"up",TRUE
"351","10464","pre","up",4125.69999998808,NA,NA,3,9,"up",TRUE
"352","10464","pre","up",3964.80000001192,NA,NA,4,9,"up",TRUE
"353","10464","pre","up",4182,NA,NA,5,9,"up",TRUE
"354","10464","pre","up",4828.69999998808,NA,NA,6,9,"up",TRUE
"355","10464","pre","up",4209.30000001192,NA,NA,7,9,"up",TRUE
"356","10464","pre","up",4514.89999997616,NA,NA,8,9,"up",TRUE
"357","10464","pre","down",4499.60000002384,2,1177.5,9,9,"down",TRUE
"359","10464","pre","up",3835.80000001192,NA,NA,1,10,"up",TRUE
"360","10464","pre","up",4261.29999995232,NA,NA,2,10,"up",TRUE
"361","10464","pre","up",3993.60000002384,NA,NA,3,10,"up",TRUE
"362","10464","pre","up",4294.89999997616,NA,NA,4,10,"up",TRUE
"363","10464","pre","up",4093,NA,NA,5,10,"up",TRUE
"364","10464","pre","up",3818.80000001192,NA,NA,6,10,"up",TRUE
"365","10464","pre","up",3631.10000002384,NA,NA,7,10,"up",TRUE
"366","10464","pre","up",4494.09999996424,NA,NA,8,10,"up",TRUE
"367","10464","pre","down",4084.60000002384,1,1315.89999997616,9,10,"down",TRUE
"369","10464","pre","up",3551.90000003576,NA,NA,1,11,"up",TRUE
"370","10464","pre","up",4247.5,NA,NA,2,11,"up",TRUE
"371","10464","pre","up",4288.89999997616,NA,NA,3,11,"up",TRUE
"372","10464","pre","up",4655.10000002384,NA,NA,4,11,"up",TRUE
"373","10464","pre","up",4674.30000001192,NA,NA,5,11,"up",TRUE
"374","10464","pre","up",4765.79999995232,NA,NA,6,11,"up",TRUE
"375","10464","pre","up",4534.30000001192,NA,NA,7,11,"up",TRUE
"376","10464","pre","up",4982.5,NA,NA,8,11,"up",TRUE
"377","10464","pre","down",4608,2,1185.60000002384,9,11,"down",TRUE
"379","10464","pre","up",4109,NA,NA,1,12,"up",TRUE
"380","10464","pre","up",4919.09999996424,NA,NA,2,12,"up",TRUE
"381","10464","pre","up",4457.30000001192,NA,NA,3,12,"up",TRUE
"382","10464","pre","up",4915.60000002384,NA,NA,4,12,"up",TRUE
"383","10464","pre","up",4747.69999998808,NA,NA,5,12,"up",TRUE
"384","10464","pre","up",4572.80000001192,NA,NA,6,12,"up",TRUE
"385","10464","pre","up",4352.69999998808,NA,NA,7,12,"up",TRUE
"386","10464","pre","up",4771.30000001192,NA,NA,8,12,"up",TRUE
"387","10464","pre","down",4342.39999997616,2,871.699999988079,9,12,"down",TRUE
"389","10464","pre","up",4340.70000004768,NA,NA,1,13,"up",TRUE
"390","10464","pre","up",4496.19999998808,NA,NA,2,13,"up",TRUE
"391","10464","pre","up",5326.19999998808,NA,NA,3,13,"up",TRUE
"392","10464","pre","up",4959.60000002384,NA,NA,4,13,"up",TRUE
"393","10464","pre","up",4976.69999998808,NA,NA,5,13,"up",TRUE
"394","10464","pre","up",4756.30000001192,NA,NA,6,13,"up",TRUE
"395","10464","pre","up",5185.69999998808,NA,NA,7,13,"up",TRUE
"396","10464","pre","down",4910.09999996424,1,1301.90000003576,8,13,"up",FALSE
"398","10464","pre","up",4231.09999996424,NA,NA,1,14,"up",TRUE
"399","10464","pre","up",4897.60000002384,NA,NA,2,14,"up",TRUE
"400","10464","pre","up",4665.30000001192,NA,NA,3,14,"up",TRUE
"401","10464","pre","up",5089.59999996424,NA,NA,4,14,"up",TRUE
"402","10464","pre","up",4442.30000001192,NA,NA,5,14,"up",TRUE
"403","10464","pre","up",5226.60000002384,NA,NA,6,14,"up",TRUE
"404","10464","pre","up",5068.89999997616,NA,NA,7,14,"up",TRUE
"405","10464","pre","up",5483.90000003576,NA,NA,8,14,"up",TRUE
"406","10464","pre","down",4290.69999998808,2,842.800000011921,9,14,"down",TRUE
"408","11468","pre","up",2987,NA,NA,1,1,"up",TRUE
"409","11468","pre","up",2156,NA,NA,2,1,"up",TRUE
"410","11468","pre","up",2627,NA,NA,3,1,"up",TRUE
"411","11468","pre","up",3349,NA,NA,4,1,"up",TRUE
"412","11468","pre","up",3056,NA,NA,5,1,"up",TRUE
"413","11468","pre","up",2915.00000000003,NA,NA,6,1,"up",TRUE
"414","11468","pre","up",2369.99999999997,NA,NA,7,1,"up",TRUE
"415","11468","pre","up",2223,NA,NA,8,1,"up",TRUE
"416","11468","pre","down",2295,2,1659,9,1,"down",TRUE
"418","11468","pre","up",2874,NA,NA,1,2,"up",TRUE
"419","11468","pre","up",2079.00000000003,NA,NA,2,2,"up",TRUE
"420","11468","pre","up",2538.99999999997,NA,NA,3,2,"up",TRUE
"421","11468","pre","up",2287,NA,NA,4,2,"up",TRUE
"422","11468","pre","up",2308,NA,NA,5,2,"up",TRUE
"423","11468","pre","up",3188,NA,NA,6,2,"up",TRUE
